time|position|velocity|acceleration|rotation|rotational velocity|rotational acceleration|sun|charge
3784|-3972217.497823679,-6813256.290724512,2038330.839894929|5320.981520002044,-3003.5208858717856,-1587.7491959937365|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997160421652,-0.0007536014822628057,0|9.637328580376556
3785|-3969559.559458467,-6814755.777469226,2037537.6484500056|5322.444175806785,-3001.010982742381,-1588.4998583043423|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997158921017,-0.0007538005843340198,0|9.637467678520311
3786|-3966866.282228331,-6816273.502337432,2036733.751057733|5323.925002053941,-2998.4676229892902,-1589.2600604607755|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997157419985,-0.000753999686405204,0|9.637606776719332
3787|-3964204.9963272423,-6817771.52126541,2035939.2444535808|5325.386977670301,-2995.954388546189,-1590.0107974565828|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997155918557,-0.0007541987884763584,0|9.63774587497362
3788|-3961508.325660304,-6819287.757821834,2035134.0138340888|5326.867114270487,-2993.407651126563,-1590.7710753394288|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997154416733,-0.000754397890547483,0|9.637884973283168
3789|-3958809.9449325465,-6820803.244088089,2034328.1113323518|5328.346903232761,-2990.8592110820787,-1591.5313913952186|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997152914513,-0.0007545969926185776,0|9.638024071647983
3790|-3956109.8523528194,-6822317.979086396,2033521.53622655|5329.826344121829,-2988.309066286409,-1592.2917456712228|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997151411896,-0.0007547960946896423,0|9.638163170068061
3791|-3953408.0461278176,-6823831.961835684,2032714.2877937944|5331.305436500124,-2985.7572146100856,-1593.0521382142076|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997149908882,-0.000754995196760677,0|9.638302268543406
3792|-3950704.524462072,-6825345.191351589,2031906.365310126|5332.784179927801,-2983.203653920511,-1593.8125690704326|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997148405472,-0.0007551942988316819,0|9.638441367074012
3793|-3948033.1116501987,-6826838.7653642595,2031107.8796838627|5334.244096195507,-2980.6803335496706,-1594.5635321835255|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997146901665,-0.0007553934009026568,0|9.638580465659885
3794|-3945326.175207015,-6828350.494893359,2030298.6153704687|5335.722144768969,-2978.123369852539,-1595.3240393226467|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997145397461,-0.0007555925029736018,0|9.638719564301022
3795|-3942651.3867900493,-6829842.585733096,2029498.8032701407|5337.181373999151,-2975.596684837058,-1596.0750778528563|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997143892861,-0.0007557916050445168,0|9.638858662997423
3796|-3939941.028451509,-6831352.811347916,2028688.1942546098|5338.658725953896,-2973.0363096711344,-1596.8356614515992|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997142387865,-0.0007559907071154017,0|9.638997761749089
3797|-3937228.9457076075,-6832862.278782892,2027876.9075705227|5340.135726735699,-2970.4742148354894,-1597.5962835861505|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997140882473,-0.0007561898091862567,0|9.639136860556018
3798|-3934515.1367499144,-6834370.987033822,2027064.9424874943|5341.612375890985,-2967.9103981786675,-1598.356944299719|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997139376684,-0.0007563889112570817,0|9.639275959418212
3799|-3931799.5997678535,-6835878.93509314,2026252.298274068|5343.088672963844,-2965.344857546065,-1599.1176436349901|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997137870499,-0.0007565880133278768,0|9.63941505833567
3800|-3929082.3329486577,-6837386.121949937,2025438.974197703|5344.564617496047,-2962.7775907798855,-1599.8783816341347|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997136363917,-0.0007567871153986418,0|9.639554157308392
3801|-3926363.334477383,-6838892.546589942,2024624.9695247752|5346.040209027033,-2960.2085957191516,-1600.6391583388036|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997134856939,-0.0007569862174693769,0|9.639637700780822
3802|-3923642.6025369214,-6840398.207995507,2023810.2835205824|5347.515447093902,-2957.637870199712,-1601.3999737901245|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997133349565,-0.000757185319540082,0|9.639721244308518
3803|-3920920.13530797,-6841903.105145613,2022994.915449333|5348.9903312314145,-2955.065412054214,-1602.160828028703|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997131841795,-0.000757384421610757,0|9.639804787891478
3804|-3918195.9309690436,-6843407.237015858,2022178.8645741493|5350.464860971982,-2952.4912191121043,-1602.9217210946217|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997130333628,-0.000757583523681402,0|9.639888331529702
3805|-3915469.9876964833,-6844910.602578444,2021362.13015707|5351.9390358456585,-2949.9152891996373,-1603.6826530274352|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997128825064,-0.000757782625752017,0|9.63997187522319
3806|-3912742.303664442,-6846413.200802175,2020544.7114590444|5353.412855380139,-2947.3376201398632,-1604.4436238661692|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997127316105,-0.0007579817278226019,0|9.640055418971944
3807|-3910012.8770448817,-6847915.03065245,2019726.6077399296|5354.886319100756,-2944.75820975261,-1605.2046336493233|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997125806749,-0.0007581808298931568,0|9.640138962775959
3808|-3907281.706007584,-6849416.091091249,2018907.8182584953|5356.359426530458,-2942.177055854506,-1605.9656824148608|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997124296995,-0.0007583799319636817,0|9.64022250663524
3809|-3904548.788720132,-6850916.381077133,2018088.342272416|5357.832177189829,-2939.594156258938,-1606.7267702002177|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997122786846,-0.0007585790340341765,0|9.640306050549786
3810|-3901814.123347925,-6852415.899565233,2017268.1790382746|5359.304570597059,-2937.0095087760856,-1607.4878970422917|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999971212763,-0.0007587781361046412,0|9.640389594519593
3811|-3899077.7080541607,-6853914.64550724,2016447.3278115573|5360.7766062679475,-2934.4231112128846,-1608.2490629774459|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997119765357,-0.0007589772381750759,0|9.640528694100222
3812|-3896339.5409998475,-6855412.617851404,2015625.7878466554|5362.248283715904,-2931.8349613730425,-1609.0102680415057|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997118254018,-0.0007591763402454804,0|9.640667793736116
3813|-3893599.6203437997,-6856909.815542514,2014803.5583968624|5363.719602451926,-2929.2450570570195,-1609.7715122697555|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997116742283,-0.0007593754423158549,0|9.640806893427273
3814|-3890857.9442426255,-6858406.237521913,2013980.6387143729|5365.190561984614,-2926.6533960620304,-1610.5327956969425|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997115230151,-0.0007595745443861993,0|9.640945993173695
3815|-3888114.510850732,-6859901.882727461,2013157.0280502785|5366.661161820144,-2924.0599761820417,-1611.294118357268|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997113717624,-0.0007597736464565136,0|9.64108509297538
3816|-3885369.3183203386,-6861396.75009355,2012332.7256545748|5368.131401462271,-2921.46479520776,-1612.0554802843888|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997112204699,-0.0007599727485267978,0|9.641224192832329
3817|-3882622.364801448,-6862890.838551081,2011507.730776151|5369.601280412324,-2918.8678509266338,-1612.8168815114152|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997110691379,-0.0007601718505970518,0|9.641363292744543
3818|-3879873.6484418623,-6864384.147027473,2010682.0426627928|5371.070798169206,-2916.2691411228443,-1613.5783220709131|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997109177662,-0.0007603709526672757,0|9.641502392712022
3819|-3877123.1673871744,-6865876.674446638,2009855.6605611795|5372.539954229368,-2913.668663577295,-1614.3398019948957|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997107663549,-0.0007605700547374695,0|9.641641492734763
3820|-3874370.919780774,-6867368.419728983,2009028.5837168854|5374.008748086823,-2911.0664160676215,-1615.1013213148253|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997106149039,-0.0007607691568076331,0|9.641780592812768
3821|-3871616.9037638446,-6868859.381791401,2008200.8113743784|5375.47717923313,-2908.462396368176,-1615.8628800616116|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997104634133,-0.0007609682588777666,0|9.641919692946038
3822|-3868861.117475345,-6870349.559547258,2007372.342777012|5376.945247157389,-2905.8566022500167,-1616.6244782656104|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997103118831,-0.0007611673609478699,0|9.642058793134574
3823|-3866103.5590520287,-6871838.951906392,2006543.1771670326|5378.412951346233,-2903.249031480911,-1617.38611595662|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997101603132,-0.0007613664630179429,0|9.642197893378372
3824|-3863344.2266284307,-6873327.557775104,2005713.3137855716|5379.880291283833,-2900.639681825337,-1618.1477931638826|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997100087037,-0.0007615655650879857,0|9.642336993677434
3825|-3860583.118336877,-6874815.376056146,2004882.7518726513|5381.347266451874,-2898.028551044461,-1618.909509916079|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997098570544,-0.0007617646671579984,0|9.64247609403176
3826|-3857820.2323074667,-6876302.405648714,2004051.4906671757|5382.813876329558,-2895.4156368961467,-1619.6712662413274|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997097053656,-0.0007619637692279808,0|9.642615194441351
3827|-3855055.566668088,-6877788.64544844,2003219.5294069354|5384.280120393599,-2892.8009371349426,-1620.4330621671845|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999709553637,-0.0007621628712979331,0|9.642754294906204
3828|-3852254.5276739346,-6879292.657448992,2002376.4546145136|5385.764319269292,-2890.151732093429,-1621.2044209159405|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997094018689,-0.0007623619733678552,0|9.642893395426322
3829|-3849486.2748854854,-6880777.304428445,2001543.0821790167|5387.229825536994,-2887.533431966136,-1621.9662966192595|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997092500611,-0.000762561075437747,0|9.643032496001704
3830|-3846681.600052883,-6882279.701415674,2000698.57700306|5388.713276308079,-2884.8805769328,-1622.737736196282|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997090982137,-0.0007627601775076086,0|9.643171596632351
3831|-3843909.752505862,-6883762.751058325,1999863.7902915792|5390.178042629515,-2882.2586673044307,-1623.499691781755|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997089463266,-0.00076295927957744,0|9.64331069731826
3832|-3841136.11590783,-6885245.005304477,1999028.2996782856|5391.6424404698755,-2879.634960729454,-1624.261687097715|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997087943999,-0.0007631583816472412,0|9.643449798059434
3833|-3838360.6883732565,-6886726.463028127,1998192.104394213|5393.106469290736,-2877.00945494235,-1625.023722168287|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997086424336,-0.0007633574837170121,0|9.643588898855871
3834|-3835583.4680143856,-6888207.123099659,1997355.2036692747|5394.570128551136,-2874.382147674242,-1625.785797017021|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997084904276,-0.0007635565857867527,0|9.643727999707574
3835|-3832804.4529412305,-6889686.984385814,1996517.5967322548|5396.0334177075765,-2871.7530366529145,-1626.547911666887|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999708338382,-0.0007637556878564632,0|9.643867100614537
3836|-3830023.6412615646,-6891166.045749713,1995679.2828108103|5397.496336214009,-2869.1221196027764,-1627.3100661402789|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997081862968,-0.0007639547899261432,0|9.644006201576769
3837|-3827206.2370644906,-6892662.779230506,1994829.7688784117|5398.977163011843,-2866.456473725033,-1628.081788140225|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997080341719,-0.000764153891995793,0|9.64414530259426
3838|-3824386.987154175,-6894158.690309116,1993979.5285795575|5400.457608700984,-2863.788971680283,-1628.853551009894|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997078820074,-0.0007643529940654126,0|9.644284403667019
3839|-3821600.729197518,-6895635.324949834,1993139.071316829|5401.919402640803,-2861.152577505338,-1629.6158260798288|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997077298033,-0.0007645520961350018,0|9.64442350479504
3840|-3818812.6669955286,-6897111.15505539,1992297.9039495622|5403.380823706859,-2858.5143681082827,-1630.3781410575173|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997075775595,-0.0007647511982045608,0|9.644562605978326
3841|-3816022.7986447345,-6898586.1794705065,1991456.0256997258|5404.841871340195,-2855.874341196567,-1631.1404959624135|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999707425276,-0.0007649503002740894,0|9.644701707216873
3842|-3813231.1222394127,-6900060.397036215,1990613.4357881509|5406.302544979273,-2853.232494474252,-1631.9028908133812|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997072729528,-0.0007651494023435876,0|9.644840808510688
3843|-3810402.7058302285,-6901552.219091124,1989759.5876433747|5407.781095425806,-2850.555768241291,-1632.6748563168558|0,0,0|0,0,0|0,0,0|0,0,0|-0.99999970712059,-0.0007653485044130556,0|9.644979909859764
3844|-3807572.4319439214,-6903043.211596731,1988905.0083230594|5409.259261303176,-2847.8771716707406,-1633.4468628083655|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997069681876,-0.0007655476064824932,0|9.645119011264104
3845|-3804775.2745491005,-6904514.981349695,1988060.2608796968|5410.718800164557,-2845.229806009468,-1634.2093786049772|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997068157456,-0.0007657467085519005,0|9.645258112723708
3846|-3801976.3014065134,-6905985.939550967,1987214.7986269312|5412.177962745158,-2842.580611262043,-1634.9719344175714|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997066632639,-0.0007659458106212774,0|9.645397214238574
3847|-3799175.5105991494,-6907456.085022929,1986368.620779867|5413.636748470326,-2839.929585115412,-1635.7345302620135|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997065107425,-0.000766144912690624,0|9.645536315808707
3848|-3796337.856055121,-6908943.778073201,1985511.1358379328|5415.113384475548,-2837.2435528909755,-1636.5066993557039|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997063581816,-0.0007663440147599402,0|9.645675417434102
3849|-3793498.334158619,-6910430.635507749,1984652.9156771281|5416.589632951312,-2834.5556384134034,-1637.2789095191579|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999706205581,-0.000766543116829226,0|9.645814519114762
3850|-3790692.0332218446,-6911898.315266325,1983804.5683673255|5418.047275163612,-2831.8990581677435,-1638.0416265503993|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997060529408,-0.0007667422188984814,0|9.645953620850685
3851|-3787883.90688149,-6913365.177517828,1982955.5022924298|5419.504538180862,-2829.2406371781312,-1638.8043836712513|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997059002609,-0.0007669413209677063,0|9.646092722641871
3852|-3785073.953209191,-6914831.221065783,1982105.7166617797|5420.961421415135,-2826.580373114248,-1639.56718089454|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997057475414,-0.0007671404230369009,0|9.646231824488321
3853|-3782227.011403641,-6916314.754811924,1981244.5747970217|5422.436128152032,-2823.8849755860388,-1640.3395539531018|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997055947822,-0.000767339525106065,0|9.646370926390036
3854|-3779378.1923118616,-6917797.446778759,1980382.693640376|5423.910444330773,-2821.187683800257,-1641.1119681474802|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997054419835,-0.0007675386271751987,0|9.646510028347015
3855|-3776562.6991978996,-6919261.006425982,1979530.726528437|5425.366175115152,-2818.521830214967,-1641.8748867524669|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997052891451,-0.000767737729244302,0|9.646649130359256
3856|-3773745.370967481,-6920723.742515537,1978678.036666686|5426.8215237231325,-2815.854124140938,-1642.6378455053048|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999705136267,-0.0007679368313133749,0|9.64678823242676
3857|-3770890.954481418,-6922203.922498887,1977813.9510089867|5428.294674201392,-2813.1511819714615,-1643.410382156271|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997049833493,-0.0007681359333824173,0|9.64692733454953
3858|-3768034.6527099498,-6923683.255695112,1976949.1227753947|5429.767431645581,-2810.446335864308,-1644.1829599844907|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997048303919,-0.0007683350354514293,0|9.647066436727561
3859|-3765211.7614341676,-6925143.493106955,1976094.241742016|5431.221620497778,-2807.773011705128,-1644.9460402412826|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997046773949,-0.0007685341375204108,0|9.647205538960858
3860|-3762387.02722067,-6926602.90204523,1975238.6347460297|5432.675424736566,-2805.0978255864784,-1645.7091606813153|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997045243582,-0.0007687332395893619,0|9.647344641249418
3861|-3759489.7599886074,-6928097.9351185225,1974360.8833237216|5434.165174283967,-2802.3538249785715,-1646.4914008425692|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997043712818,-0.0007689323416582825,0|9.647483743593241
3862|-3756661.2878548135,-6929555.662623488,1973503.8037985393|5435.618197802431,-2799.674861154783,-1647.2546026751227|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997042181659,-0.0007691314437271726,0|9.647622845992327
3863|-3753830.9668809925,-6931012.557919309,1972645.9958837826|5437.070834846958,-2796.9940282165517,-1648.0178447108303|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997040650103,-0.0007693305457960322,0|9.647761948446679
3864|-3750963.3812438785,-6932486.815256874,1971776.7224430882|5438.541235469145,-2794.277778133136,-1648.7906682375233|0,0,0|0,0,0|0,0,0|0,0,0|-0.999999703911815,-0.0007695296478648614,0|9.64790105095629
3865|-3748093.8962194677,-6933960.2168821525,1970906.7006279516|5440.011238612005,-2791.5596070172387,-1649.5635329890297|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997037585802,-0.00076972874993366,0|9.648040153521169
3866|-3745257.9705888503,-6935414.5871641,1970046.684431379|5441.462702783759,-2788.8731055509847,-1650.326896669015|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997036053057,-0.0007699278520024281,0|9.64817925614131
3867|-3742384.704194977,-6936886.284071038,1969175.1726181926|5442.931913942628,-2786.1511087496183,-1651.099843372958|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997034519915,-0.0007701269540711658,0|9.648318358816715
3868|-3739509.5323274024,-6938357.121375458,1968302.9099243088|5444.4007256719015,-2783.4271835258783,-1651.8728313122085|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997032986377,-0.0007703260561398729,0|9.648457461547382
3869|-3736667.984080379,-6939808.955164345,1967440.6780505234|5445.851011216083,-2780.734991725689,-1652.6363166674378|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997031452443,-0.0007705251582085494,0|9.648596564333316
3870|-3733789.018724356,-6941278.079981505,1966566.9203660884|5447.319027059069,-2778.0072260949646,-1653.4093865740035|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997029918113,-0.0007707242602771955,0|9.648735667174511
3871|-3730908.1417867695,-6942746.3412691485,1965692.4092836923|5448.786641496146,-2775.2775246187703,-1654.182497720341|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997028383386,-0.000770923362345811,0|9.64887477007097
3872|-3728060.9529004646,-6944195.626977267,1964827.9543048337|5450.235742581074,-2772.579620580806,-1654.9461047639747|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997026848263,-0.0007711224644143959,0|9.649013873022692
3873|-3725176.2703127926,-6945662.167935377,1963951.9432174796|5451.702557177565,-2769.8460639099976,-1655.7192978804524|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997025312743,-0.0007713215664829502,0|9.64915297602968
3874|-3722289.6700142203,-6947127.841399936,1963075.1762038623|5453.168968365567,-2767.110563937285,-1656.4925322350725|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997023776828,-0.000771520668551474,0|9.649292079091929
3875|-3719436.82240237,-6948574.567330306,1962208.4906594905|5454.6168790820575,-2764.406925659313,-1657.2562609622928|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997022240514,-0.0007717197706199672,0|9.64943118220944
3876|-3716510.708056529,-6950056.58050373,1961319.371001709|5456.100577808368,-2761.6337240695025,-1658.0391246503787|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997020703805,-0.0007719188726884298,0|9.649570285382216
3877|-3713654.062234506,-6951501.586273237,1960451.1880839053|5457.547688325942,-2758.926234824661,-1658.8029348234975|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997019166699,-0.0007721179747568618,0|9.649709388610257
3878|-3710759.7942943657,-6952963.787154731,1959571.3982452084|5459.012484106464,-2756.1829607051145,-1659.5763335956497|0,0,0|0,0,0|0,0,0|0,0,0|-0.9999997017629196,-0.0007723170768252632,0|9.64984849189356
